Ticker,Company Name,Theme,Sub Theme,Assignment
GRMN,Garmin Ltd,Smart Home & IoT,"Smart Home & IoT - Devices, Sensors & Connectivity",Secondary
GS,"Goldman Sachs Group, Inc.",Financials - Traditional,Fin Trad - Capital Markets & Investment Banking,Primary
GSAT,"Globalstar, Inc.",Telecommunications,Telecom - Satellite & Space Communication,Primary
GSAT,"Globalstar, Inc.",Space Tech,"Space - Infrastructure, Exploration & Launch",Secondary
GSL,"Global Ship Lease, Inc.",Transportation & Logistics,Transportation - Marine Shipping & Ports,Primary
GT,Goodyear Tire & Rubber Co,Electric Vehicles & Mobility,EVs - Key Suppliers & Autonomy Tech,Primary
GTLB,Gitlab Inc.,Cloud Computing,"Cloud - DevOps, Observability",Primary
GTLB,Gitlab Inc.,Software,"Software - Data, Analytics & DevOps",Secondary
GTLS,"Chart Industries, Inc.",Industrials & Construction,"Industrials - Machinery, Flow Control & Components",Primary
GTLS,"Chart Industries, Inc.",Commodities - Energy,Comm Energy - Natural Gas & LNG,Secondary
GWH,"Ess Tech, Inc.",Energy - Renewable,Energy Clean - Batteries & Storage,Primary
GWRE,"Guidewire Software, Inc.",FinTech & Digital Finance,FinTech - InsurTech & Embedded Insurance,Primary
GWRE,"Guidewire Software, Inc.",Software,Software - Vertical SaaS Platforms,Secondary
GWW,"W.W. Grainger, Inc.",Industrials & Construction,Industrials - Distribution & Rental Services,Primary
GXO,"Gxo Logistics, Inc.",Industrial Automation & Robotics,Automation - Smart Logistics & Warehouse Automation,Primary
GXO,"Gxo Logistics, Inc.",Transportation & Logistics,"Transportation - Logistics, Warehousing & Supply Chain Solutions",Secondary
H,Hyatt Hotels Corp,Real Estate & REITs,"Real Estate - Travel, Leisure & Entertainment Properties",Primary
HAE,Haemonetics Corp,Healthcare & Biotech,Healthcare - Medical Devices & HealthTech Hardware,Primary
HAIN,Hain Celestial Group Inc,Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Primary
HAL,Halliburton Co,Energy - Traditional,Energy Base - Oilfield Services & Equipment,Primary
HALO,"Halozyme Therapeutics, Inc.",Healthcare & Biotech,Healthcare - Next-Gen Biotech Platforms,Primary
HALO,"Halozyme Therapeutics, Inc.",Nanotechnology,NanoTech - Nanomedicine & Drug Delivery,Secondary
HAS,"Hasbro, Inc.",Consumer Goods & Retail,Consumer - Modern Luxury & Lifestyle,Primary
HAS,"Hasbro, Inc.",Digital Entertainment & Media,Entertainment - Game Publishers & Developers,Secondary
HBAN,Huntington Bancshares Inc,Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
HCA,"HCA Healthcare, Inc.",Healthcare & Biotech,"Healthcare - IT, Services & Data Infrastructure",Primary
HCAT,"Health Catalyst, Inc.",Healthcare & Biotech,"Healthcare - IT, Services & Data Infrastructure",Primary
HCC,"Warrior Met Coal, Inc.",Energy - Traditional,Energy Base - Coal & Thermal Power Generation,Primary
HD,"Home Depot, Inc.",E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Primary
HD,"Home Depot, Inc.",E-commerce,E-commerce - Retail Media & Advertising,Secondary
HEI,Heico Corp,Defense & Aerospace,Defense - Next-Generation Aircraft & Maintenance,Primary
HEI,Heico Corp,Defense & Aerospace,Defense - Secure Defense Supply Chains,Secondary
HELP,Cybin Inc. -,Healthcare & Biotech,"Healthcare - Regenerative Medicine, Psychedelics, Cannabis",Primary
HGV,Hilton Grand Vacations Inc.,Real Estate & REITs,"Real Estate - Travel, Leisure & Entertainment Properties",Primary
HIG,"Hartford Insurance Group, Inc.",Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
HII,"Huntington Ingalls Industries, Inc.",Defense & Aerospace,Defense - Secure Defense Supply Chains,Primary
HII,"Huntington Ingalls Industries, Inc.",Transportation & Logistics,Transportation - Marine Shipping & Ports,Secondary
HIMS,"Hims & Hers Health, Inc.",Healthcare & Biotech,"Healthcare - Digital Health, Telemedicine & Remote Care",Primary
HIMS,"Hims & Hers Health, Inc.",Healthcare & Biotech,Healthcare - Healthy Aging & Nutrition,Secondary
HIPO,Hippo Holdings Inc.,FinTech & Digital Finance,FinTech - InsurTech & Embedded Insurance,Primary
HIW,"Highwoods Properties, Inc.",Real Estate & REITs,Real Estate - Office & Commercial Workspaces,Primary
HL,Hecla Mining Co/De/,Commodities - Metals,Comm Metals - Precious Metals,Primary
HLF,Herbalife Ltd.,Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Primary
HLI,"Houlihan Lokey, Inc.",Financials - Traditional,Fin Trad - Capital Markets & Investment Banking,Primary
HLN,Haleon Plc,Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Primary
HLNE,Hamilton Lane Inc,Financials - Traditional,"Fin Trad - Asset Management, Custody & Alternatives",Primary
HLT,Hilton Worldwide Holdings Inc.,Real Estate & REITs,"Real Estate - Travel, Leisure & Entertainment Properties",Primary
HNRG,Hallador Energy Co,Energy - Traditional,Energy Base - Coal & Thermal Power Generation,Primary
HOG,"Harley-Davidson, Inc.",Consumer Goods & Retail,Consumer - Modern Luxury & Lifestyle,Primary
HOMB,"Home Bancshares, Inc.",Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
HON,Honeywell International Inc,Hardware,Hardware - Industrial & IoT,Primary
HON,Honeywell International Inc,Industrial Automation & Robotics,Automation - Factory & Process Automation Systems,Secondary
HONA,Honeywell Aerospace Inc.,Defense & Aerospace,Defense - Next-Generation Aircraft & Maintenance,Primary
HONA,Honeywell Aerospace Inc.,Defense & Aerospace,Defense - Secure Defense Supply Chains,Secondary
HOOD,"Robinhood Markets, Inc.",FinTech & Digital Finance,FinTech - Trading Platforms & WealthTech,Primary
HOOD,"Robinhood Markets, Inc.",Crypto & Blockchain,"Blockchain - Platforms, Tokenization & Financial Services",Secondary
HPE,Hewlett Packard Enterprise Co,Hardware,Hardware - Communications & Telecom,Primary
HPE,Hewlett Packard Enterprise Co,Hardware,Hardware - Networking Equipment,Secondary
HPQ,Hp Inc,Hardware,"Hardware - Consumer Electronics, PCs & Peripherals",Primary
HQY,"Healthequity, Inc.",Healthcare & Biotech,"Healthcare - IT, Services & Data Infrastructure",Primary
HR,Healthcare Realty Trust Inc,Real Estate & REITs,Real Estate - Healthcare & Senior Living,Primary
HRB,"H&R Block, Inc.",Business Services & Consulting,"Business Services - Outsourcing, Facilities & Testing",Primary
HRL,Hormel Foods Corp /De/,Commodities - Agriculture,Comm Agri - Livestock & Animal Protein,Primary
HSAI,Hesai Group,Electric Vehicles & Mobility,EVs - Autonomous Driving & Fleet,Primary
HSIC,"Henry Schein, Inc.",Healthcare & Biotech,"Healthcare - IT, Services & Data Infrastructure",Primary
HST,"Host Hotels & Resorts, Inc.",Real Estate & REITs,"Real Estate - Travel, Leisure & Entertainment Properties",Primary
HSY,Hershey Co,Commodities - Agriculture,Comm Agri - Softs & Plantation Crops,Primary
HTOO,Fusion Fuel Green Plc,Energy - Renewable,Energy Clean - Hydrogen & Fuel Cells,Primary
HUBB,Hubbell Inc,Energy - Renewable,Energy Clean - Smart Grid & Electrification,Primary
HUBG,"Hub Group, Inc.",Transportation & Logistics,"Transportation - Logistics, Warehousing & Supply Chain Solutions",Primary
HUBS,Hubspot Inc,Cloud Computing,Cloud - Horizontal SaaS & Cloud Applications,Primary
HUBS,Hubspot Inc,Software,"Software - Collaboration, CRM & Communications",Secondary
HUM,Humana Inc.,Healthcare & Biotech,"Healthcare - IT, Services & Data Infrastructure",Primary
HUT,Hut 8 Corp.,Crypto & Blockchain,Blockchain - Cryptocurrency Mining & Staking,Primary
HWC,Hancock Whitney Corp,Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
HWM,Howmet Aerospace Inc.,Defense & Aerospace,Defense - Secure Defense Supply Chains,Primary
HXL,Hexcel Corp /De/,Defense & Aerospace,Defense - Secure Defense Supply Chains,Primary
HYFM,"Hydrofarm Holdings Group, Inc.",Agriculture & FoodTech,Agriculture - Precision Agriculture & Farm Automation,Primary
IBKR,"Interactive Brokers Group, Inc.",FinTech & Digital Finance,FinTech - Trading Platforms & WealthTech,Primary
IBM,International Business Machines Corp,Hardware,Hardware - Data Center Infrastructure & Servers,Primary
IBM,International Business Machines Corp,Cybersecurity,Cybersecurity - Cloud Security,Secondary
IBOC,International Bancshares Corp,Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
ICE,"Intercontinental Exchange, Inc.",FinTech & Digital Finance,FinTech - Exchanges & Market Infrastructure,Primary
ICE,"Intercontinental Exchange, Inc.",Big Data & Analytics,"Big Data - Data Generation, Sourcing & Providers",Secondary
IDA,"Idacorp, Inc.",Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary
IDCC,"Interdigital, Inc.",Semiconductors,Semis - Wireless & Connectivity,Primary
IDCC,"Interdigital, Inc.",Telecommunications,"Telecom - 5G, Wireless & Carriers",Secondary
IDN,"Intellicheck, Inc.",Cybersecurity,"Cybersecurity - Identity, Biometrics & Access Management",Primary
IDXX,"Idexx Laboratories, Inc.",Healthcare & Biotech,Healthcare - Animal Health & Veterinary,Primary
IDXX,"Idexx Laboratories, Inc.",Healthcare & Biotech,"Healthcare - Diagnostics, Biomarkers & Liquid Biopsy",Secondary
IEX,IDEX Corp,Industrials & Construction,"Industrials - Machinery, Flow Control & Components",Primary
IFF,International Flavors & Fragrances Inc.,Industrials & Construction,Industrials - Chemicals & Advanced Materials,Primary
IFF,International Flavors & Fragrances Inc.,Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Secondary
ILMN,"Illumina, Inc.",Healthcare & Biotech,"Healthcare - Diagnostics, Biomarkers & Liquid Biopsy",Primary
ILMN,"Illumina, Inc.",Healthcare & Biotech,Healthcare - Genomics & Personalized Medicine,Secondary
IMMR,Immersion Corp,Hardware,"Hardware - Consumer Electronics, PCs & Peripherals",Primary
INCY,Incyte Corp,Healthcare & Biotech,Healthcare - Oncology & Precision Cancer Therapeutics,Primary
INFY,Infosys Ltd,Business Services & Consulting,Consulting,Primary
INGR,Ingredion Inc,Agriculture & FoodTech,Agriculture - Alternative Proteins,Primary
INGR,Ingredion Inc,Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Secondary
INOD,Innodata Inc,Artificial Intelligence,"AI - Apps, Domain-Specific AI",Primary
INSE,"Inspired Entertainment, Inc.",Digital Entertainment & Media,Entertainment - iGaming & Online Gambling,Primary
INTC,Intel Corp,Semiconductors,Semis - Emerging Technologies,Primary
INTC,Intel Corp,Semiconductors,"Semis - Logic & CPUs, GPUs, Accelerators",Secondary
INTU,Intuit Inc.,Cloud Computing,Cloud - Horizontal SaaS & Cloud Applications,Primary
INTU,Intuit Inc.,Software,"Software - Collaboration, CRM & Communications",Secondary
INVH,Invitation Homes Inc.,Real Estate & REITs,"Real Estate - Housing, Urban Living & Demographics",Primary
INVZ,Innoviz Technologies Ltd.,Industrial Automation & Robotics,Robotics - Sensors & Vision Systems,Primary
INVZ,Innoviz Technologies Ltd.,Electric Vehicles & Mobility,EVs - Autonomous Driving & Fleet,Secondary
IONQ,"Ionq, Inc.",Semiconductors,Semis - Emerging Technologies,Primary
IONQ,"Ionq, Inc.",Hardware,Hardware - Next-Gen & Specialty,Secondary
IOT,Samsara Inc.,Hardware,Hardware - Industrial & IoT,Primary
IOT,Samsara Inc.,Industrial Automation & Robotics,"Automation - Industrial IoT, Connectivity",Secondary
IP,International Paper Co,Industrials & Construction,Industrials - Packaging & Containers,Primary
IPGP,IPG Photonics Corp,Hardware,Hardware - Next-Gen & Specialty,Primary
IPGP,IPG Photonics Corp,Industrial Automation & Robotics,Automation - Industrial Sensors & Machine Vision,Secondary
IPX,Iperionx Ltd,Commodities - Metals,Comm Metals - Rare Earth & Strategic Materials,Primary
IQV,Iqvia Holdings Inc.,Healthcare & Biotech,"Healthcare - IT, Services & Data Infrastructure",Primary
IQV,Iqvia Holdings Inc.,Big Data & Analytics,"Big Data - Data Generation, Sourcing & Providers",Secondary
IR,Ingersoll Rand Inc.,Industrials & Construction,"Industrials - Machinery, Flow Control & Components",Primary
IRDM,Iridium Communications Inc.,Defense & Aerospace,Defense - Space Technology & Satellite Services,Primary
IRDM,Iridium Communications Inc.,Telecommunications,Telecom - Satellite & Space Communication,Secondary
IREN,Iren Ltd,Crypto & Blockchain,Blockchain - Cryptocurrency Mining & Staking,Primary
IRM,Iron Mountain Inc,Cloud Computing,Cloud - Data Centers & Infrastructure,Primary
IRM,Iron Mountain Inc,Real Estate & REITs,Real Estate - Digital Infrastructure,Secondary
IRT,"Independence Realty Trust, Inc.",Real Estate & REITs,"Real Estate - Housing, Urban Living & Demographics",Primary
IRTC,"Irhythm Technologies, Inc.",Healthcare & Biotech,"Healthcare - Digital Health, Telemedicine & Remote Care",Primary
IRTC,"Irhythm Technologies, Inc.",Healthcare & Biotech,Healthcare - Medical Devices & HealthTech Hardware,Secondary
ISRG,Intuitive Surgical Inc,Industrial Automation & Robotics,Robotics - Medical & Surgical Robotics,Primary
ISRG,Intuitive Surgical Inc,Hardware,Hardware - Next-Gen & Specialty,Secondary
IT,"Gartner, Inc.",Business Services & Consulting,Consulting,Primary
IT,"Gartner, Inc.",Big Data & Analytics,"Big Data - Data Generation, Sourcing & Providers",Secondary
ITRI,"Itron, Inc.",Energy - Renewable,Energy Clean - Smart Grid & Electrification,Primary
ITRI,"Itron, Inc.",Smart Home & IoT,Smart Home - Energy & Utilities,Secondary
ITT,ITT Inc.,Industrials & Construction,"Industrials - Machinery, Flow Control & Components",Primary
ITW,Illinois Tool Works Inc.,Industrials & Construction,"Industrials - Machinery, Flow Control & Components",Primary
IVZ,Invesco Ltd.,Financials - Traditional,"Fin Trad - Asset Management, Custody & Alternatives",Primary
J,Jacobs Solutions Inc.,Industrials & Construction,Industrials - Engineering & Construction,Primary
J,Jacobs Solutions Inc.,Business Services & Consulting,Consulting,Secondary
JAZZ,Jazz Pharmaceuticals Plc,Healthcare & Biotech,"Healthcare - Regenerative Medicine, Psychedelics, Cannabis",Primary
JBHT,Hunt J B Transport Services Inc,Transportation & Logistics,"Transportation - Trucking, LTL & Ground Freight",Primary
JBL,Jabil Inc.,Hardware,Hardware - Data Center Infrastructure & Servers,Primary
JBL,Jabil Inc.,Industrial Automation & Robotics,Automation - Factory & Process Automation Systems,Secondary
JBS,JBS N.V. Class A,Commodities - Agriculture,Comm Agri - Livestock & Animal Protein,Primary
JCI,Johnson Controls International Plc,Smart Home & IoT,"Smart Home - Connectivity, Security & Networking",Primary
JCI,Johnson Controls International Plc,Environmental Sustainability,Environmental - Climate Technologies & Carbon Solutions,Secondary
JD,"Jd.Com, Inc.",Software,Software - Vertical SaaS Platforms,Primary
JEF,Jefferies Financial Group Inc.,Financials - Traditional,Fin Trad - Capital Markets & Investment Banking,Primary
JHG,Janus Henderson Group Plc,Financials - Traditional,"Fin Trad - Asset Management, Custody & Alternatives",Primary
JKHY,"Jack Henry & Associates, Inc.",FinTech & Digital Finance,FinTech - Digital Banking & Neobanks,Primary
JKS,"Jinkosolar Holding Co., Ltd.",Energy - Renewable,Energy Clean - Solar,Primary
JLL,Jones Lang Lasalle Inc,Real Estate & REITs,Real Estate - Office & Commercial Workspaces,Primary
JNJ,Johnson & Johnson,Healthcare & Biotech,Healthcare - Medical Devices & HealthTech Hardware,Primary
